FID,longitude,latitude,data_hora_gmt,satelite,municipio,estado,pais,geom
focos_ams_hoje_ref.21cb5ec6-2bfb-31fa-9b60-c3fb7965c8fe,-64.771,-9.552,2019-10-19T17:50:00,AQUA_M-T,PORTO VELHO,RONDÔNIA,Brasil,POINT (-9.552 -64.771)
focos_ams_hoje_ref.21fe3a21-817d-3b90-94eb-172dbe2c55dd,-40.91,-19.334,2019-10-19T16:10:00,AQUA_M-T,BAIXO GUANDU,ESPÍRITO SANTO,Brasil,POINT (-19.334 -40.91)
focos_ams_hoje_ref.22a08d45-8f9e-35d4-a146-74f904e1a811,-41.416,-14.579,2019-10-19T16:10:00,AQUA_M-T,CARAÍBAS,BAHIA,Brasil,POINT (-14.579 -41.416)
focos_ams_hoje_ref.22eda822-ada7-30eb-8fda-75f45ed68d71,-43.997,-6.124,2019-10-19T16:15:00,AQUA_M-T,COLINAS,MARANHÃO,Brasil,POINT (-6.124 -43.997)
focos_ams_hoje_ref.230a1725-9c6f-391d-a78a-db17aa48ad88,-39.348,-15.553,2019-10-19T16:10:00,AQUA_M-T,MASCOTE,BAHIA,Brasil,POINT (-15.553 -39.348)
focos_ams_hoje_ref.234bd1d6-ac79-3431-bba3-b56d856aa2a7,-45.994,-7.454,2019-10-19T16:15:00,AQUA_M-T,BALSAS,MARANHÃO,Brasil,POINT (-7.454 -45.994)
focos_ams_hoje_ref.248f6ba3-4d17-3788-84e1-6157bee98789,-43.558,-19.777,2019-10-19T16:10:00,AQUA_M-T,CAETÉ,MINAS GERAIS,Brasil,POINT (-19.777 -43.558)
focos_ams_hoje_ref.2495dd82-e08e-3443-9d87-896aec9d337b,-42.222,-17.813,2019-10-19T16:10:00,AQUA_M-T,MALACACHETA,MINAS GERAIS,Brasil,POINT (-17.813 -42.222)
focos_ams_hoje_ref.24991895-59b0-34ab-add4-6dcd1f3813b2,-63.055,-16.719,2019-10-19T17:50:00,AQUA_M-T,Ñuflo de Chávez,Santa Cruz,Bolivia,POINT (-16.719 -63.055)
focos_ams_hoje_ref.249ccad0-84e5-33dd-af0f-1a554b1e10de,-44.677,-8.822,2019-10-19T16:15:00,AQUA_M-T,CURRAIS,PIAUÍ,Brasil,POINT (-8.822 -44.677)
focos_ams_hoje_ref.250fa92a-5d0e-3c71-9008-7f8e83aaa935,-45.317,-4.947,2019-10-19T16:15:00,AQUA_M-T,LAGOA GRANDE DO MARANHÃO,MARANHÃO,Brasil,POINT (-4.947 -45.317)
focos_ams_hoje_ref.252cb6f3-d88d-34d9-98da-a779c9b142be,-64.539,-9.583,2019-10-19T17:50:00,AQUA_M-T,PORTO VELHO,RONDÔNIA,Brasil,POINT (-9.583 -64.539)
focos_ams_hoje_ref.253c49ba-c9a4-3e68-94cd-4a7ef0ce9e99,-43.46,-5.17,2019-10-19T16:15:00,AQUA_M-T,CAXIAS,MARANHÃO,Brasil,POINT (-5.17 -43.46)
focos_ams_hoje_ref.25f30505-bc4d-3360-a045-eb0c89ce6b14,-64.558,-9.192,2019-10-19T17:50:00,AQUA_M-T,PORTO VELHO,RONDÔNIA,Brasil,POINT (-9.192 -64.558)
focos_ams_hoje_ref.26cba632-dd37-3e0c-860e-bd23408d950b,-40.368,-14.843,2019-10-19T16:10:00,AQUA_M-T,PLANALTO,BAHIA,Brasil,POINT (-14.843 -40.368)
focos_ams_hoje_ref.26d8cc3c-b745-3a42-9085-5dd14ef5090d,-43.228,-17.394,2019-10-19T16:10:00,AQUA_M-T,BOCAIÚVA,MINAS GERAIS,Brasil,POINT (-17.394 -43.228)
focos_ams_hoje_ref.27f17f93-5339-3fdc-8e14-3ddeb5785cea,-50.871,2.099,2019-10-19T16:15:00,AQUA_M-T,AMAPÁ,AMAPÁ,Brasil,POINT (2.099 -50.871)
focos_ams_hoje_ref.280e6d8c-b6b4-37ac-ad06-dfedd5fc0a40,-61.218,3.21,2019-10-19T17:55:00,AQUA_M-T,ALTO ALEGRE,RORAIMA,Brasil,POINT (3.21 -61.218)
focos_ams_hoje_ref.284ffb4c-83a0-3ccf-a716-8087c15dd840,-42.338,-17.953,2019-10-19T16:10:00,AQUA_M-T,ÁGUA BOA,MINAS GERAIS,Brasil,POINT (-17.953 -42.338)
focos_ams_hoje_ref.2867855a-86b7-3190-8bfb-121bdaa06854,-45.671,-4.45,2019-10-19T16:15:00,AQUA_M-T,BREJO DE AREIA,MARANHÃO,Brasil,POINT (-4.45 -45.671)
focos_ams_hoje_ref.288f3788-406d-3519-96de-a6273e099a7b,-43.158,-18.437,2019-10-19T16:10:00,AQUA_M-T,SERRA AZUL DE MINAS,MINAS GERAIS,Brasil,POINT (-18.437 -43.158)
focos_ams_hoje_ref.288fa046-fea6-3d29-8f5f-1a8a4613c2bf,-46.035,-4.224,2019-10-19T16:15:00,AQUA_M-T,SANTA LUZIA,MARANHÃO,Brasil,POINT (-4.224 -46.035)
focos_ams_hoje_ref.28a28e83-62f1-3130-8ded-d62ddf925ea6,-42.665,-16.066,2019-10-19T16:10:00,AQUA_M-T,RIO PARDO DE MINAS,MINAS GERAIS,Brasil,POINT (-16.066 -42.665)
focos_ams_hoje_ref.28d49943-f50b-3f7e-bc9b-ba61dbfeb300,-42.349,-19.217,2019-10-19T16:10:00,AQUA_M-T,NAQUE,MINAS GERAIS,Brasil,POINT (-19.217 -42.349)
focos_ams_hoje_ref.294e5938-53d5-337c-856b-265141f68181,-80.438,-1.122,2019-10-19T19:35:00,AQUA_M-T,Portoviejo,Manabi,Ecuador,POINT (-1.122 -80.438)
focos_ams_hoje_ref.2a21ad37-cc47-3f82-8c8a-ad545882a64d,-53.088,-25.435,2019-10-19T17:45:00,AQUA_M-T,QUEDAS DO IGUAÇU,PARANÁ,Brasil,POINT (-25.435 -53.088)
focos_ams_hoje_ref.2a224015-5e72-3c86-bd90-f6b1f40ed712,-45.48,-16.445,2019-10-19T16:10:00,AQUA_M-T,SÃO ROMÃO,MINAS GERAIS,Brasil,POINT (-16.445 -45.48)
focos_ams_hoje_ref.2a59aa71-22ce-3659-809d-a4b027596a3e,-42.228,-17.868,2019-10-19T16:10:00,AQUA_M-T,MALACACHETA,MINAS GERAIS,Brasil,POINT (-17.868 -42.228)
focos_ams_hoje_ref.2ab868ee-b039-3f6f-94db-0e7ab73354fc,-44.104,-19.727,2019-10-19T16:10:00,AQUA_M-T,PEDRO LEOPOLDO,MINAS GERAIS,Brasil,POINT (-19.727 -44.104)
focos_ams_hoje_ref.2ad3d68b-12bd-3242-8e6e-199489d89e78,-41.53,-16.146,2019-10-19T16:10:00,AQUA_M-T,MEDINA,MINAS GERAIS,Brasil,POINT (-16.146 -41.53)
focos_ams_hoje_ref.2b0eb2fd-682c-368a-a9a6-25f2c751be88,-41.409,-19.941,2019-10-19T16:10:00,AQUA_M-T,MUTUM,MINAS GERAIS,Brasil,POINT (-19.941 -41.409)
focos_ams_hoje_ref.2b63590c-bc69-367a-b472-68d63c2f7157,-40.394,-8.522,2019-10-19T16:15:00,AQUA_M-T,DORMENTES,PERNAMBUCO,Brasil,POINT (-8.522 -40.394)
focos_ams_hoje_ref.2be3af97-6a7f-3529-9200-9417b7c286c7,-57.009,-18.064,2019-10-19T17:50:00,AQUA_M-T,CORUMBÁ,MATO GROSSO DO SUL,Brasil,POINT (-18.064 -57.009)
focos_ams_hoje_ref.2bfef837-f6d6-3fc9-a8db-6cb81fab85ce,-45.482,-16.43,2019-10-19T16:10:00,AQUA_M-T,SÃO ROMÃO,MINAS GERAIS,Brasil,POINT (-16.43 -45.482)
focos_ams_hoje_ref.2c37d3bb-2c10-37e4-9a2b-f7c9365074ff,-46.804,-4.861,2019-10-19T16:15:00,AQUA_M-T,AMARANTE DO MARANHÃO,MARANHÃO,Brasil,POINT (-4.861 -46.804)
focos_ams_hoje_ref.2c46a52f-b721-3c23-883e-67ba7c5fbca7,-41.467,-14.488,2019-10-19T16:10:00,AQUA_M-T,ARACATU,BAHIA,Brasil,POINT (-14.488 -41.467)
focos_ams_hoje_ref.2cd37293-ace0-388d-9905-af8754299804,-44.366,-3.804,2019-10-19T16:15:00,AQUA_M-T,MATÕES DO NORTE,MARANHÃO,Brasil,POINT (-3.804 -44.366)
focos_ams_hoje_ref.2ce7a7e9-8c3a-3fa1-b0be-7faf803e70c0,-40.456,-15.649,2019-10-19T16:10:00,AQUA_M-T,MACARANI,BAHIA,Brasil,POINT (-15.649 -40.456)
focos_ams_hoje_ref.2d1f209c-f4fd-3038-9644-beabe21ade3d,-42.854,-15.554,2019-10-19T16:10:00,AQUA_M-T,PORTEIRINHA,MINAS GERAIS,Brasil,POINT (-15.554 -42.854)
focos_ams_hoje_ref.2d2cdbcd-c348-3383-8313-b55c4abc2e14,-44.102,-6.563,2019-10-19T16:15:00,AQUA_M-T,PASTOS BONS,MARANHÃO,Brasil,POINT (-6.563 -44.102)
focos_ams_hoje_ref.2d88d6b2-2339-364c-9787-a0fe9575e8d2,-43.711,-7.517,2019-10-19T16:15:00,AQUA_M-T,CANAVIEIRA,PIAUÍ,Brasil,POINT (-7.517 -43.711)
focos_ams_hoje_ref.2dbadf27-3b02-313c-82e2-3f51232a104c,-42.628,-2.971,2019-10-19T16:15:00,AQUA_M-T,PAULINO NEVES,MARANHÃO,Brasil,POINT (-2.971 -42.628)
focos_ams_hoje_ref.2dcf38e8-62c9-360e-819d-f71b2bddfa43,-46.771,-9.479,2019-10-19T16:15:00,AQUA_M-T,LIZARDA,TOCANTINS,Brasil,POINT (-9.479 -46.771)
focos_ams_hoje_ref.2def6d2c-9975-33f3-9f1e-3a5cb87e48ef,-45.488,-16.416,2019-10-19T16:10:00,AQUA_M-T,SÃO ROMÃO,MINAS GERAIS,Brasil,POINT (-16.416 -45.488)
focos_ams_hoje_ref.2e199a69-e4c2-3ac8-9d87-80c6e861eacb,-56.938,-17.581,2019-10-19T17:50:00,AQUA_M-T,CORUMBÁ,MATO GROSSO DO SUL,Brasil,POINT (-17.581 -56.938)
focos_ams_hoje_ref.2e1e43d4-022e-3c45-8d9e-b9c93da2b9ab,-41.488,-17.693,2019-10-19T16:10:00,AQUA_M-T,TEÓFILO OTONI,MINAS GERAIS,Brasil,POINT (-17.693 -41.488)
focos_ams_hoje_ref.2e24b0b4-eccf-3024-a003-a5818d0c7d04,-44.825,-13.109,2019-10-19T16:10:00,AQUA_M-T,CORRENTINA,BAHIA,Brasil,POINT (-13.109 -44.825)
focos_ams_hoje_ref.2e6e8221-afce-3487-a94e-2511c6c1217d,-42.369,-3.834,2019-10-19T16:15:00,AQUA_M-T,MORRO DO CHAPÉU DO PIAUÍ,PIAUÍ,Brasil,POINT (-3.834 -42.369)
focos_ams_hoje_ref.2e7f8f28-c9ea-30e0-9a77-df0c1361b119,-46.81,-4.869,2019-10-19T16:15:00,AQUA_M-T,AMARANTE DO MARANHÃO,MARANHÃO,Brasil,POINT (-4.869 -46.81)
focos_ams_hoje_ref.2ff95d45-1825-3b07-92eb-f632b0aa5ce4,-44.166,-11.338,2019-10-19T16:15:00,AQUA_M-T,MANSIDÃO,BAHIA,Brasil,POINT (-11.338 -44.166)
focos_ams_hoje_ref.306fc655-7a77-32ff-ac89-021f832ed08c,-41.611,-4.343,2019-10-19T16:15:00,AQUA_M-T,LAGOA DE SÃO FRANCISCO,PIAUÍ,Brasil,POINT (-4.343 -41.611)
focos_ams_hoje_ref.30786e3b-5541-39eb-80d4-a0fe7c1fdd12,-53.056,-31.215,2019-10-19T17:45:00,AQUA_M-T,PIRATINI,RIO GRANDE DO SUL,Brasil,POINT (-31.215 -53.056)
focos_ams_hoje_ref.308505f0-d071-352a-a113-699a662ebea7,-41.516,-16.144,2019-10-19T16:10:00,AQUA_M-T,MEDINA,MINAS GERAIS,Brasil,POINT (-16.144 -41.516)
focos_ams_hoje_ref.308bc0e5-1871-3239-9654-a6873416b049,-43.159,-18.295,2019-10-19T16:10:00,AQUA_M-T,RIO VERMELHO,MINAS GERAIS,Brasil,POINT (-18.295 -43.159)
focos_ams_hoje_ref.30990938-b952-3149-afee-1ce40226431a,-43.296,-19.621,2019-10-19T16:10:00,AQUA_M-T,ITABIRA,MINAS GERAIS,Brasil,POINT (-19.621 -43.296)
focos_ams_hoje_ref.30aedcc0-4002-3d1d-bec1-ba1460c9782b,-63.643,-13.953,2019-10-19T17:50:00,AQUA_M-T,Vaca Díez,El Beni,Bolivia,POINT (-13.953 -63.643)
focos_ams_hoje_ref.30ff3e5b-3529-3445-a6ce-9efabbfc8bc5,-40.277,-19.826,2019-10-19T16:10:00,AQUA_M-T,ARACRUZ,ESPÍRITO SANTO,Brasil,POINT (-19.826 -40.277)
focos_ams_hoje_ref.323b4893-a500-3369-8b60-ee7f2d392ec5,-43.714,-12.691,2019-10-19T16:10:00,AQUA_M-T,SERRA DOURADA,BAHIA,Brasil,POINT (-12.691 -43.714)
focos_ams_hoje_ref.3249f779-e964-32d6-b493-da63c0fef255,-39.376,-16.953,2019-10-19T16:10:00,AQUA_M-T,PRADO,BAHIA,Brasil,POINT (-16.953 -39.376)
focos_ams_hoje_ref.3294c7bf-5e4e-3744-a5e1-4d855765aa7b,-72.035,-43.113,2019-10-19T19:20:00,AQUA_M-T,Futaleufú,Chubut,Argentina,POINT (-43.113 -72.035)
focos_ams_hoje_ref.32d3f3d8-2292-3bfa-b386-da15d3712522,-42.497,-4.076,2019-10-19T16:15:00,AQUA_M-T,BARRAS,PIAUÍ,Brasil,POINT (-4.076 -42.497)
focos_ams_hoje_ref.32ef0178-37db-3237-a052-419a3634d119,-42.321,-17.951,2019-10-19T16:10:00,AQUA_M-T,ÁGUA BOA,MINAS GERAIS,Brasil,POINT (-17.951 -42.321)
focos_ams_hoje_ref.32f6dadb-a310-374d-9fcc-d43596cc5e48,-44.083,-14.854,2019-10-19T16:10:00,AQUA_M-T,MANGA,MINAS GERAIS,Brasil,POINT (-14.854 -44.083)
focos_ams_hoje_ref.33a1a222-9c12-39e7-ba42-72e015a33438,-42.979,-16.493,2019-10-19T16:10:00,AQUA_M-T,GRÃO MOGOL,MINAS GERAIS,Brasil,POINT (-16.493 -42.979)
focos_ams_hoje_ref.33ebe880-f929-3b15-b7f2-fb885d1ae1c8,-41.804,-18.187,2019-10-19T16:10:00,AQUA_M-T,ITAMBACURI,MINAS GERAIS,Brasil,POINT (-18.187 -41.804)
focos_ams_hoje_ref.343a9a5d-6419-34be-b8e9-ee38da866aed,-46.395,-3.516,2019-10-19T16:15:00,AQUA_M-T,SÃO JOÃO DO CARÚ,MARANHÃO,Brasil,POINT (-3.516 -46.395)
focos_ams_hoje_ref.35940a6a-4966-3e7d-aab8-764dee38f456,-60.005,-15.469,2019-10-19T17:50:00,AQUA_M-T,VILA BELA DA SANTÍSSIMA TRINDADE,MATO GROSSO,Brasil,POINT (-15.469 -60.005)
focos_ams_hoje_ref.35f7cf2e-ccb3-390f-9163-d95d5bbfd966,-41.112,-5.294,2019-10-19T16:15:00,AQUA_M-T,BURITI DOS MONTES,PIAUÍ,Brasil,POINT (-5.294 -41.112)
focos_ams_hoje_ref.36055cf8-bb12-383f-b047-1871317f05d8,-39.996,-3.756,2019-10-19T16:15:00,AQUA_M-T,IRAUÇUBA,CEARÁ,Brasil,POINT (-3.756 -39.996)
focos_ams_hoje_ref.3607d261-1f21-30f6-aaa4-e2c617754099,-46.472,-2.169,2019-10-19T16:15:00,AQUA_M-T,CACHOEIRA DO PIRIÁ,PARÁ,Brasil,POINT (-2.169 -46.472)
focos_ams_hoje_ref.36632680-5a4b-3b23-a0b2-417165997456,-44.368,-9.006,2019-10-19T16:15:00,AQUA_M-T,CURRAIS,PIAUÍ,Brasil,POINT (-9.006 -44.368)
focos_ams_hoje_ref.36fe3a93-2e85-3601-8309-378323645d16,-57.175,-17.229,2019-10-19T17:50:00,AQUA_M-T,POCONÉ,MATO GROSSO,Brasil,POINT (-17.229 -57.175)
focos_ams_hoje_ref.37230b56-9330-3f71-85d4-69de196f9a62,-52.535,-22.347,2019-10-19T17:50:00,AQUA_M-T,TEODORO SAMPAIO,SÃO PAULO,Brasil,POINT (-22.347 -52.535)
focos_ams_hoje_ref.3747f117-6720-353e-8166-2145887abae8,-45.143,-13.047,2019-10-19T16:10:00,AQUA_M-T,SÃO DESIDÉRIO,BAHIA,Brasil,POINT (-13.047 -45.143)
focos_ams_hoje_ref.377072dd-192a-33de-b8e0-1316b82497b7,-42.324,-17.801,2019-10-19T16:10:00,AQUA_M-T,ÁGUA BOA,MINAS GERAIS,Brasil,POINT (-17.801 -42.324)
focos_ams_hoje_ref.37aa674b-873a-3b0b-9249-89a175d5bee4,-45.135,-13.054,2019-10-19T16:10:00,AQUA_M-T,SÃO DESIDÉRIO,BAHIA,Brasil,POINT (-13.054 -45.135)
focos_ams_hoje_ref.37dadd96-da4a-3558-89c3-71b33a5515a6,-43.84,-4.256,2019-10-19T16:15:00,AQUA_M-T,TIMBIRAS,MARANHÃO,Brasil,POINT (-4.256 -43.84)
focos_ams_hoje_ref.37f54d11-4005-3d0b-a671-dbd5b143af62,-43.362,-13.858,2019-10-19T16:10:00,AQUA_M-T,RIACHO DE SANTANA,BAHIA,Brasil,POINT (-13.858 -43.362)
focos_ams_hoje_ref.384beda0-e2b1-32df-9e29-6e572d920303,-63.855,-15.378,2019-10-19T17:50:00,AQUA_M-T,Marbán,El Beni,Bolivia,POINT (-15.378 -63.855)
focos_ams_hoje_ref.386dec04-40d3-34de-95a4-b89e962862b7,-41.817,-12.078,2019-10-19T16:10:00,AQUA_M-T,SOUTO SOARES,BAHIA,Brasil,POINT (-12.078 -41.817)
focos_ams_hoje_ref.38730fb4-144a-33a4-84ef-4bdc23be51f1,-42.565,-19.383,2019-10-19T16:10:00,AQUA_M-T,SANTANA DO PARAÍSO,MINAS GERAIS,Brasil,POINT (-19.383 -42.565)
focos_ams_hoje_ref.38cb45c6-bd07-3e4b-b7e6-3d86327dd0ee,-37.993,-6.551,2019-10-19T16:15:00,AQUA_M-T,SANTA CRUZ,PARAÍBA,Brasil,POINT (-6.551 -37.993)
focos_ams_hoje_ref.38f6c79e-0308-341d-93e9-93ca7796c93e,-42.534,-13.733,2019-10-19T16:10:00,AQUA_M-T,CAETITÉ,BAHIA,Brasil,POINT (-13.733 -42.534)
focos_ams_hoje_ref.390ac769-fa09-31df-9e1e-17282df47401,-44.294,-3.874,2019-10-19T16:15:00,AQUA_M-T,PIRAPEMAS,MARANHÃO,Brasil,POINT (-3.874 -44.294)
focos_ams_hoje_ref.396c1959-9896-3db9-ad6e-908209e79932,-45.669,-10.984,2019-10-19T16:15:00,AQUA_M-T,FORMOSA DO RIO PRETO,BAHIA,Brasil,POINT (-10.984 -45.669)
focos_ams_hoje_ref.39d75e5d-bade-3fe2-8d65-20c244103753,-43.151,-18.437,2019-10-19T16:10:00,AQUA_M-T,SERRA AZUL DE MINAS,MINAS GERAIS,Brasil,POINT (-18.437 -43.151)
focos_ams_hoje_ref.3a0b541b-8762-3b76-8161-2a3cb486b6d9,-44.321,-3.762,2019-10-19T16:15:00,AQUA_M-T,MATÕES DO NORTE,MARANHÃO,Brasil,POINT (-3.762 -44.321)
focos_ams_hoje_ref.3a678567-eac4-387c-9e48-23077dab8d0a,-44.148,-6.557,2019-10-19T16:15:00,AQUA_M-T,PASTOS BONS,MARANHÃO,Brasil,POINT (-6.557 -44.148)
focos_ams_hoje_ref.3a76f45b-554e-3706-92ad-5669ef1c7912,-46.705,-15.75,2019-10-19T16:10:00,AQUA_M-T,BURITIS,MINAS GERAIS,Brasil,POINT (-15.75 -46.705)
focos_ams_hoje_ref.3b16d147-57ec-3488-8abe-57563e268844,-41.315,-14.506,2019-10-19T16:10:00,AQUA_M-T,ARACATU,BAHIA,Brasil,POINT (-14.506 -41.315)
focos_ams_hoje_ref.3ba14776-1ad8-3f4a-a400-c866a91b417a,-42.231,-4.048,2019-10-19T16:15:00,AQUA_M-T,BATALHA,PIAUÍ,Brasil,POINT (-4.048 -42.231)
focos_ams_hoje_ref.3c68862f-3dbd-3851-acdb-8b4c9002170d,-54.456,-12.472,2019-10-19T17:50:00,AQUA_M-T,NOVA UBIRATÃ,MATO GROSSO,Brasil,POINT (-12.472 -54.456)
focos_ams_hoje_ref.3dbbb32e-2fcf-3d82-ad73-fc2a1d8984f7,-43.027,-19.319,2019-10-19T16:10:00,AQUA_M-T,SANTA MARIA DE ITABIRA,MINAS GERAIS,Brasil,POINT (-19.319 -43.027)
focos_ams_hoje_ref.3e1f672e-9a45-3333-a21e-c94351769d50,-46.992,-12.646,2019-10-19T16:10:00,AQUA_M-T,ARRAIAS,TOCANTINS,Brasil,POINT (-12.646 -46.992)
focos_ams_hoje_ref.3e764823-ebaf-3751-8277-33b972a052ca,-43.759,-4.822,2019-10-19T16:15:00,AQUA_M-T,CAXIAS,MARANHÃO,Brasil,POINT (-4.822 -43.759)
focos_ams_hoje_ref.3e78978e-b707-3b31-87ae-cfa671ff6ccc,-41.269,-17.963,2019-10-19T16:10:00,AQUA_M-T,OURO VERDE DE MINAS,MINAS GERAIS,Brasil,POINT (-17.963 -41.269)
focos_ams_hoje_ref.3e9cf5c9-9f6c-35a6-b6a6-fa3d89ff3596,-42.694,-19.204,2019-10-19T16:10:00,AQUA_M-T,JOANÉSIA,MINAS GERAIS,Brasil,POINT (-19.204 -42.694)
focos_ams_hoje_ref.3f2d06d3-f0d6-3506-a461-c271bd90fd95,-46.743,-15.754,2019-10-19T16:10:00,AQUA_M-T,BURITIS,MINAS GERAIS,Brasil,POINT (-15.754 -46.743)
focos_ams_hoje_ref.3f36267c-1dff-30bd-b24e-8c38d24cddd6,-64.519,-17.166,2019-10-19T17:50:00,AQUA_M-T,Carrasco,Cochabamba,Bolivia,POINT (-17.166 -64.519)
focos_ams_hoje_ref.3f51241a-0277-385f-a4b4-23fa59d514ff,-42.542,-18.267,2019-10-19T16:10:00,AQUA_M-T,SÃO PEDRO DO SUAÇUÍ,MINAS GERAIS,Brasil,POINT (-18.267 -42.542)
focos_ams_hoje_ref.4089f414-de67-3638-a5a2-4534fe4426a7,-42.541,-18.279,2019-10-19T16:10:00,AQUA_M-T,SÃO PEDRO DO SUAÇUÍ,MINAS GERAIS,Brasil,POINT (-18.279 -42.541)
focos_ams_hoje_ref.40a13b9e-dd99-3c60-bce9-f1db616ecefa,-43.249,-17.397,2019-10-19T16:10:00,AQUA_M-T,BOCAIÚVA,MINAS GERAIS,Brasil,POINT (-17.397 -43.249)
focos_ams_hoje_ref.40d699a4-bbd5-3438-b307-8539fa95b95d,-40.924,-5.81,2019-10-19T16:15:00,AQUA_M-T,ASSUNÇÃO DO PIAUÍ,PIAUÍ,Brasil,POINT (-5.81 -40.924)
focos_ams_hoje_ref.41312d16-0630-3bd3-afc9-e738b8e2261a,-42.497,-17.741,2019-10-19T16:10:00,AQUA_M-T,CAPELINHA,MINAS GERAIS,Brasil,POINT (-17.741 -42.497)
focos_ams_hoje_ref.4150a6fc-262b-3038-a5b3-c5b84a726d03,-42.341,-17.803,2019-10-19T16:10:00,AQUA_M-T,ÁGUA BOA,MINAS GERAIS,Brasil,POINT (-17.803 -42.341)
focos_ams_hoje_ref.41780be0-d035-3856-8b83-6c0418c96ee0,-40.042,-13.739,2019-10-19T16:10:00,AQUA_M-T,JEQUIÉ,BAHIA,Brasil,POINT (-13.739 -40.042)
focos_ams_hoje_ref.41a0f1c1-4b98-34c2-864a-d13e5aca11d0,-42.384,-7.46,2019-10-19T16:15:00,AQUA_M-T,SÃO JOSÉ DO PEIXE,PIAUÍ,Brasil,POINT (-7.46 -42.384)
focos_ams_hoje_ref.41c2380d-1b35-3452-b6ab-6848be307306,-45.649,-4.381,2019-10-19T16:15:00,AQUA_M-T,BREJO DE AREIA,MARANHÃO,Brasil,POINT (-4.381 -45.649)
focos_ams_hoje_ref.41e317e1-0a35-33ed-b3a1-d942918e3a12,-45.39,-13.795,2019-10-19T16:10:00,AQUA_M-T,JABORANDI,BAHIA,Brasil,POINT (-13.795 -45.39)
focos_ams_hoje_ref.41ebc3d8-e17f-32ef-ac65-d0e0ce56cc4b,-45.372,-3.648,2019-10-19T16:15:00,AQUA_M-T,SANTA INÊS,MARANHÃO,Brasil,POINT (-3.648 -45.372)
focos_ams_hoje_ref.42080545-2ff1-39d9-ab51-258f998c015e,-43.892,-3.172,2019-10-19T16:15:00,AQUA_M-T,CACHOEIRA GRANDE,MARANHÃO,Brasil,POINT (-3.172 -43.892)
focos_ams_hoje_ref.421d44d0-9516-30a9-9bf0-e21865f62baa,-45.498,-4.594,2019-10-19T16:15:00,AQUA_M-T,PAULO RAMOS,MARANHÃO,Brasil,POINT (-4.594 -45.498)
focos_ams_hoje_ref.422e0f5f-2349-379b-b987-a23437b08bd5,-63.755,-14.18,2019-10-19T17:50:00,AQUA_M-T,Vaca Díez,El Beni,Bolivia,POINT (-14.18 -63.755)
focos_ams_hoje_ref.42725346-f6fd-30df-b2f5-3581a5237584,-42.68,-19.474,2019-10-19T16:10:00,AQUA_M-T,CORONEL FABRICIANO,MINAS GERAIS,Brasil,POINT (-19.474 -42.68)
focos_ams_hoje_ref.42968296-1f1b-33d1-9197-956fff48dd57,-64.637,-9.726,2019-10-19T17:50:00,AQUA_M-T,PORTO VELHO,RONDÔNIA,Brasil,POINT (-9.726 -64.637)
focos_ams_hoje_ref.429858a2-76a5-367a-a96f-f10af86f9007,-63.963,-8.941,2019-10-19T17:50:00,AQUA_M-T,PORTO VELHO,RONDÔNIA,Brasil,POINT (-8.941 -63.963)
focos_ams_hoje_ref.42b514e7-8b33-3b29-992b-8a1eb8afe8cd,-43.059,-19.167,2019-10-19T16:10:00,AQUA_M-T,FERROS,MINAS GERAIS,Brasil,POINT (-19.167 -43.059)
focos_ams_hoje_ref.42d71878-77d5-3b00-aa8c-c57acfe15277,-57.195,-19.148,2019-10-19T17:50:00,AQUA_M-T,CORUMBÁ,MATO GROSSO DO SUL,Brasil,POINT (-19.148 -57.195)
focos_ams_hoje_ref.42dda65a-ad3d-3acb-a103-5be1b890d37f,-50.419,-3.049,2019-10-19T16:15:00,AQUA_M-T,PORTEL,PARÁ,Brasil,POINT (-3.049 -50.419)
focos_ams_hoje_ref.4302f051-b6a1-32ae-bf54-ff0e8b57b9a8,-40.766,-14.874,2019-10-19T16:10:00,AQUA_M-T,VITÓRIA DA CONQUISTA,BAHIA,Brasil,POINT (-14.874 -40.766)
focos_ams_hoje_ref.439875d2-08bb-3d43-88a5-45b5f161ec9b,-46.4,-12.987,2019-10-19T16:10:00,AQUA_M-T,CAMPOS BELOS,GOIÁS,Brasil,POINT (-12.987 -46.4)
focos_ams_hoje_ref.43c0249f-0b11-3e35-8d8b-445b66ca616e,-42.721,-19.143,2019-10-19T16:10:00,AQUA_M-T,BRAÚNAS,MINAS GERAIS,Brasil,POINT (-19.143 -42.721)
focos_ams_hoje_ref.43de2eed-00bf-3a66-80ca-988e356d644c,-40.443,-16.003,2019-10-19T16:10:00,AQUA_M-T,JACINTO,MINAS GERAIS,Brasil,POINT (-16.003 -40.443)
focos_ams_hoje_ref.441317e8-fbba-3f18-ae07-4f27cab07bc0,-38.381,-6.433,2019-10-19T16:15:00,AQUA_M-T,LUÍS GOMES,RIO GRANDE DO NORTE,Brasil,POINT (-6.433 -38.381)
focos_ams_hoje_ref.4468e054-bec7-3916-b026-3e41ad068c3d,-50.415,-3.048,2019-10-19T16:15:00,AQUA_M-T,PORTEL,PARÁ,Brasil,POINT (-3.048 -50.415)
focos_ams_hoje_ref.447cb167-75a5-31da-ba14-a3c36f41d05c,-42.508,-4.077,2019-10-19T16:15:00,AQUA_M-T,BARRAS,PIAUÍ,Brasil,POINT (-4.077 -42.508)
