FID,longitude,latitude,data_hora_gmt,satelite,municipio,estado,pais,geom
focos_ams_hoje_ref.4486583e-c1cb-3fad-a0a1-11504d221288,-42.377,-19.741,2019-10-19T16:10:00,AQUA_M-T,PINGO D'ÁGUA,MINAS GERAIS,Brasil,POINT (-19.741 -42.377)
focos_ams_hoje_ref.44fdf2a5-48f2-39c9-9ef6-42d0c5dc87b1,-42.331,-17.806,2019-10-19T16:10:00,AQUA_M-T,ÁGUA BOA,MINAS GERAIS,Brasil,POINT (-17.806 -42.331)
focos_ams_hoje_ref.45255a24-ef1c-3842-9755-f79632a489a3,-62.187,-15.156,2019-10-19T17:50:00,AQUA_M-T,Ñuflo de Chávez,Santa Cruz,Bolivia,POINT (-15.156 -62.187)
focos_ams_hoje_ref.4547d478-1841-3240-bd26-694ace6d07bb,-64.674,-9.95,2019-10-19T17:50:00,AQUA_M-T,PORTO VELHO,RONDÔNIA,Brasil,POINT (-9.95 -64.674)
focos_ams_hoje_ref.45b689d6-b9dc-3ea3-a56e-e1404eae2c42,-41.223,-15.555,2019-10-19T16:10:00,AQUA_M-T,ENCRUZILHADA,BAHIA,Brasil,POINT (-15.555 -41.223)
focos_ams_hoje_ref.45dfb33b-6853-38ce-91c9-7f3abeebbae4,-43.167,-19.023,2019-10-19T16:10:00,AQUA_M-T,CARMÉSIA,MINAS GERAIS,Brasil,POINT (-19.023 -43.167)
focos_ams_hoje_ref.46352643-9ec8-35c4-8f9e-31803ba35e53,-40.239,-17.95,2019-10-19T16:10:00,AQUA_M-T,MUCURI,BAHIA,Brasil,POINT (-17.95 -40.239)
focos_ams_hoje_ref.4648c423-58a6-3d66-8397-44572c954482,-42.503,-17.736,2019-10-19T16:10:00,AQUA_M-T,CAPELINHA,MINAS GERAIS,Brasil,POINT (-17.736 -42.503)
focos_ams_hoje_ref.46526d3d-879e-34e0-b995-2b68e51c28f5,-38.052,-7.545,2019-10-19T16:15:00,AQUA_M-T,PEDRA BRANCA,PARAÍBA,Brasil,POINT (-7.545 -38.052)
focos_ams_hoje_ref.465a8a0d-bd1c-3dbf-886c-68b5f52404f5,-40.347,-14.83,2019-10-19T16:10:00,AQUA_M-T,PLANALTO,BAHIA,Brasil,POINT (-14.83 -40.347)
focos_ams_hoje_ref.46af8b25-f895-312f-a885-a64dc24a764b,-41.83,-12.08,2019-10-19T16:10:00,AQUA_M-T,SOUTO SOARES,BAHIA,Brasil,POINT (-12.08 -41.83)
focos_ams_hoje_ref.46ef5cd4-d236-3e92-8324-cb382df8d495,-60.016,-15.461,2019-10-19T17:50:00,AQUA_M-T,VILA BELA DA SANTÍSSIMA TRINDADE,MATO GROSSO,Brasil,POINT (-15.461 -60.016)
focos_ams_hoje_ref.4704d08e-7119-3054-8f2d-d8b3d4fc47cc,-40.779,-5.634,2019-10-19T16:15:00,AQUA_M-T,NOVO ORIENTE,CEARÁ,Brasil,POINT (-5.634 -40.779)
focos_ams_hoje_ref.4721fa50-4865-372b-a52f-d749fdd7b038,-44.272,-13.953,2019-10-19T16:10:00,AQUA_M-T,CORIBE,BAHIA,Brasil,POINT (-13.953 -44.272)
focos_ams_hoje_ref.472de4ce-d92e-33d8-9a18-aa62de829056,-45.453,-16.427,2019-10-19T16:10:00,AQUA_M-T,SÃO ROMÃO,MINAS GERAIS,Brasil,POINT (-16.427 -45.453)
focos_ams_hoje_ref.477100f6-d3e5-37da-8575-8b9e1227a41f,-64.842,-10.011,2019-10-19T17:50:00,AQUA_M-T,NOVA MAMORÉ,RONDÔNIA,Brasil,POINT (-10.011 -64.842)
focos_ams_hoje_ref.479125e3-843b-352e-8978-d492da803ab4,-79.872,-1.508,2019-10-19T19:30:00,AQUA_M-T,Vinces,Los Rios,Ecuador,POINT (-1.508 -79.872)
focos_ams_hoje_ref.481776e3-d753-385e-bc30-766aed3ea4cf,-41.522,-16.143,2019-10-19T16:10:00,AQUA_M-T,MEDINA,MINAS GERAIS,Brasil,POINT (-16.143 -41.522)
focos_ams_hoje_ref.4840125a-238f-3783-9932-e43105ab1f9f,-64.609,-9.713,2019-10-19T17:50:00,AQUA_M-T,PORTO VELHO,RONDÔNIA,Brasil,POINT (-9.713 -64.609)
focos_ams_hoje_ref.485e2e7e-64c4-367c-80ce-ba614ecf8fae,-55.453,-15.917,2019-10-19T17:50:00,AQUA_M-T,SANTO ANTÔNIO DO LEVERGER,MATO GROSSO,Brasil,POINT (-15.917 -55.453)
focos_ams_hoje_ref.48643480-5736-3628-9c55-2e42cf5b7721,-40.37,-14.833,2019-10-19T16:10:00,AQUA_M-T,PLANALTO,BAHIA,Brasil,POINT (-14.833 -40.37)
focos_ams_hoje_ref.486b33a4-fdbb-32e8-bd7a-2a8e340586e2,-40.148,-4.008,2019-10-19T16:15:00,AQUA_M-T,SOBRAL,CEARÁ,Brasil,POINT (-4.008 -40.148)
focos_ams_hoje_ref.48a7a76b-5706-344d-ba38-c221e900b160,-43.13,-18.435,2019-10-19T16:10:00,AQUA_M-T,SERRA AZUL DE MINAS,MINAS GERAIS,Brasil,POINT (-18.435 -43.13)
focos_ams_hoje_ref.48ded724-ddc7-339d-ad0b-ecfa8ca5d61c,-44.69,-4.078,2019-10-19T16:15:00,AQUA_M-T,SÃO MATEUS DO MARANHÃO,MARANHÃO,Brasil,POINT (-4.078 -44.69)
focos_ams_hoje_ref.48ed5981-1dd5-3f01-bfb8-7df9f140f195,-64.6,-9.712,2019-10-19T17:50:00,AQUA_M-T,PORTO VELHO,RONDÔNIA,Brasil,POINT (-9.712 -64.6)
focos_ams_hoje_ref.49404efe-7691-3e95-b1fb-2fe71908fb92,-43.381,-12.687,2019-10-19T16:10:00,AQUA_M-T,SÍTIO DO MATO,BAHIA,Brasil,POINT (-12.687 -43.381)
focos_ams_hoje_ref.4945dfe1-c44f-3a8d-b60d-2be11fa6a927,-41.472,-12.177,2019-10-19T16:10:00,AQUA_M-T,IRAQUARA,BAHIA,Brasil,POINT (-12.177 -41.472)
focos_ams_hoje_ref.4950560e-7e42-312b-af93-b1bf625ef2c3,-42.301,-14.847,2019-10-19T16:10:00,AQUA_M-T,JACARACI,BAHIA,Brasil,POINT (-14.847 -42.301)
focos_ams_hoje_ref.49d1e057-d2f2-3e23-90ff-bc8858f295af,-44.373,-3.804,2019-10-19T16:15:00,AQUA_M-T,MATÕES DO NORTE,MARANHÃO,Brasil,POINT (-3.804 -44.373)
focos_ams_hoje_ref.4a1509c0-ba04-3f67-b044-729b764de250,-60.823,-16.071,2019-10-19T17:50:00,AQUA_M-T,José Miguel de Velasco,Santa Cruz,Bolivia,POINT (-16.071 -60.823)
focos_ams_hoje_ref.4a78dd2f-bc11-3687-b4fa-eff88fcbb426,-79.835,-1.502,2019-10-19T19:30:00,AQUA_M-T,Vinces,Los Rios,Ecuador,POINT (-1.502 -79.835)
focos_ams_hoje_ref.4a9c0f80-e748-3f88-bafc-6593b76159d3,-42.712,-19.48,2019-10-19T16:10:00,AQUA_M-T,CORONEL FABRICIANO,MINAS GERAIS,Brasil,POINT (-19.48 -42.712)
focos_ams_hoje_ref.4ac01da9-3bd2-3dc8-bcc1-06b743728e2a,-42.135,-18.021,2019-10-19T16:10:00,AQUA_M-T,FRANCISCÓPOLIS,MINAS GERAIS,Brasil,POINT (-18.021 -42.135)
focos_ams_hoje_ref.4b086321-6849-3021-a3e5-a1638ee2cad6,-42.689,-19.205,2019-10-19T16:10:00,AQUA_M-T,JOANÉSIA,MINAS GERAIS,Brasil,POINT (-19.205 -42.689)
focos_ams_hoje_ref.4baeaa94-2802-32fb-89ce-29f36c4f0a39,-42.648,-16.064,2019-10-19T16:10:00,AQUA_M-T,FRUTA DE LEITE,MINAS GERAIS,Brasil,POINT (-16.064 -42.648)
focos_ams_hoje_ref.4c4a188d-cdfc-3803-b81f-46d79060b425,-41.816,-15.094,2019-10-19T16:10:00,AQUA_M-T,CORDEIROS,BAHIA,Brasil,POINT (-15.094 -41.816)
focos_ams_hoje_ref.4c6d7b7d-0b6f-38a0-85b8-7a97ed38c63a,-42.701,-19.464,2019-10-19T16:10:00,AQUA_M-T,CORONEL FABRICIANO,MINAS GERAIS,Brasil,POINT (-19.464 -42.701)
focos_ams_hoje_ref.4c8ef3c4-acdd-35cb-9256-d4868937ccc4,-42.902,-6.144,2019-10-19T16:15:00,AQUA_M-T,AMARANTE,PIAUÍ,Brasil,POINT (-6.144 -42.902)
focos_ams_hoje_ref.4cf076a8-6124-3099-8083-c692a8ece951,-64.608,-9.722,2019-10-19T17:50:00,AQUA_M-T,PORTO VELHO,RONDÔNIA,Brasil,POINT (-9.722 -64.608)
focos_ams_hoje_ref.4d3048d8-c433-3931-b421-56fe4defcc21,-40.513,-15.239,2019-10-19T16:10:00,AQUA_M-T,ITAMBÉ,BAHIA,Brasil,POINT (-15.239 -40.513)
focos_ams_hoje_ref.4d6e4f6e-346c-31db-b473-30aca92b40db,-42.519,-13.731,2019-10-19T16:10:00,AQUA_M-T,CAETITÉ,BAHIA,Brasil,POINT (-13.731 -42.519)
focos_ams_hoje_ref.4d7f1ae4-a330-3202-a74d-d425b1d446b3,-44.487,-6.213,2019-10-19T16:15:00,AQUA_M-T,MIRADOR,MARANHÃO,Brasil,POINT (-6.213 -44.487)
focos_ams_hoje_ref.4e0bd125-011d-3c1d-930e-447788540d4a,-44.688,-8.794,2019-10-19T16:15:00,AQUA_M-T,CURRAIS,PIAUÍ,Brasil,POINT (-8.794 -44.688)
focos_ams_hoje_ref.4e6a1c8d-a792-3d9d-94a6-38f524a53b12,-43.274,-19.619,2019-10-19T16:10:00,AQUA_M-T,ITABIRA,MINAS GERAIS,Brasil,POINT (-19.619 -43.274)
focos_ams_hoje_ref.4e8c487b-ea21-3e43-80db-304226e140f6,-38.332,-6.463,2019-10-19T16:15:00,AQUA_M-T,UIRAÚNA,PARAÍBA,Brasil,POINT (-6.463 -38.332)
focos_ams_hoje_ref.4edf1ee1-088c-3ccc-8e4a-e092593a7428,-42.353,-8.434,2019-10-19T16:15:00,AQUA_M-T,JOÃO COSTA,PIAUÍ,Brasil,POINT (-8.434 -42.353)
focos_ams_hoje_ref.4f229051-c63b-38cf-a882-7ecb3d6c0909,-42.48,-20.116,2019-10-19T16:10:00,AQUA_M-T,RAUL SOARES,MINAS GERAIS,Brasil,POINT (-20.116 -42.48)
focos_ams_hoje_ref.4f7cf3c5-9080-3188-bc86-a2ad99215d20,-43.709,-12.728,2019-10-19T16:10:00,AQUA_M-T,SERRA DOURADA,BAHIA,Brasil,POINT (-12.728 -43.709)
focos_ams_hoje_ref.4f8e570c-4b5a-31a9-8d40-e99517c97e0c,-42.513,-13.834,2019-10-19T16:10:00,AQUA_M-T,CAETITÉ,BAHIA,Brasil,POINT (-13.834 -42.513)
focos_ams_hoje_ref.5003423c-2651-3744-a361-b67a19bc433f,-44.003,-4.051,2019-10-19T16:15:00,AQUA_M-T,COROATÁ,MARANHÃO,Brasil,POINT (-4.051 -44.003)
focos_ams_hoje_ref.50316306-69da-31bc-97b1-2c89806b6ef5,-44.278,-8.69,2019-10-19T16:15:00,AQUA_M-T,PALMEIRA DO PIAUÍ,PIAUÍ,Brasil,POINT (-8.69 -44.278)
focos_ams_hoje_ref.504a9881-8520-385c-a246-000501b8481c,-39.725,-5.209,2019-10-19T16:15:00,AQUA_M-T,BOA VIAGEM,CEARÁ,Brasil,POINT (-5.209 -39.725)
focos_ams_hoje_ref.50b1f543-3673-36ac-8a09-c4edca639207,-43.205,-7.002,2019-10-19T16:15:00,AQUA_M-T,FLORIANO,PIAUÍ,Brasil,POINT (-7.002 -43.205)
focos_ams_hoje_ref.50d9dcda-bac5-3511-b469-1735f7b106ef,-45.719,-4.416,2019-10-19T16:15:00,AQUA_M-T,BREJO DE AREIA,MARANHÃO,Brasil,POINT (-4.416 -45.719)
focos_ams_hoje_ref.519af358-99ac-3c65-94c3-8b2b5b9a91ce,-39.913,-3.201,2019-10-19T16:15:00,AQUA_M-T,ITAREMA,CEARÁ,Brasil,POINT (-3.201 -39.913)
focos_ams_hoje_ref.51eb11a1-3d42-3f22-87be-9c648cd16c0d,-42.312,-11.442,2019-10-19T16:10:00,AQUA_M-T,IBIPEBA,BAHIA,Brasil,POINT (-11.442 -42.312)
focos_ams_hoje_ref.5244de18-8e47-38a6-bc5b-3f89f74e193d,-41.461,-14.493,2019-10-19T16:10:00,AQUA_M-T,ARACATU,BAHIA,Brasil,POINT (-14.493 -41.461)
focos_ams_hoje_ref.527ee9f9-d9c0-343b-aa68-88fca76c9cce,-43.249,-3.815,2019-10-19T16:15:00,AQUA_M-T,CHAPADINHA,MARANHÃO,Brasil,POINT (-3.815 -43.249)
focos_ams_hoje_ref.52866e74-b296-3051-95ff-e1950eafc019,-44.254,-11.545,2019-10-19T16:10:00,AQUA_M-T,COTEGIPE,BAHIA,Brasil,POINT (-11.545 -44.254)
focos_ams_hoje_ref.532950f1-345b-32bd-9fb7-130a4cd2094d,-41.381,-17.656,2019-10-19T16:10:00,AQUA_M-T,TEÓFILO OTONI,MINAS GERAIS,Brasil,POINT (-17.656 -41.381)
focos_ams_hoje_ref.535b70a0-e661-3722-af9c-0484d540abf7,-45.259,-7.162,2019-10-19T16:15:00,AQUA_M-T,LORETO,MARANHÃO,Brasil,POINT (-7.162 -45.259)
focos_ams_hoje_ref.53cd1660-953a-34fa-b3ca-c13df02215a5,-39.387,-16.954,2019-10-19T16:10:00,AQUA_M-T,PRADO,BAHIA,Brasil,POINT (-16.954 -39.387)
focos_ams_hoje_ref.53d6d41a-a8bb-30f1-af1a-e382429384e7,-41.285,-5.033,2019-10-19T16:15:00,AQUA_M-T,BURITI DOS MONTES,PIAUÍ,Brasil,POINT (-5.033 -41.285)
focos_ams_hoje_ref.53f66783-aecb-30c4-98b1-d58617343bca,-68.845,-9.14,2019-10-19T17:50:00,AQUA_M-T,SENA MADUREIRA,ACRE,Brasil,POINT (-9.14 -68.845)
focos_ams_hoje_ref.546e3289-dd1d-3d67-b69d-3599b4be40be,-45.75,-5.296,2019-10-19T16:15:00,AQUA_M-T,JENIPAPO DOS VIEIRAS,MARANHÃO,Brasil,POINT (-5.296 -45.75)
focos_ams_hoje_ref.54a5a4b7-6b99-3b85-95b2-852009044747,-42.712,-19.218,2019-10-19T16:10:00,AQUA_M-T,JOANÉSIA,MINAS GERAIS,Brasil,POINT (-19.218 -42.712)
focos_ams_hoje_ref.55493ff9-3d50-31c4-a0e3-fa6c9014cec9,-42.663,-19.447,2019-10-19T16:10:00,AQUA_M-T,IPATINGA,MINAS GERAIS,Brasil,POINT (-19.447 -42.663)
focos_ams_hoje_ref.559a3b5c-8bf3-30bb-a60f-ed65301556f8,-72.327,3.682,2019-10-19T17:55:00,AQUA_M-T,Puerto Gaitán,Meta,Colombia,POINT (3.682 -72.327)
focos_ams_hoje_ref.55cf8204-3f8d-3eca-874b-cc4cb7cf48df,-45.69,-4.452,2019-10-19T16:15:00,AQUA_M-T,BREJO DE AREIA,MARANHÃO,Brasil,POINT (-4.452 -45.69)
focos_ams_hoje_ref.56cdcb92-6868-3840-9e6b-3d33e78df573,-63.719,-13.395,2019-10-19T17:50:00,AQUA_M-T,Vaca Díez,El Beni,Bolivia,POINT (-13.395 -63.719)
focos_ams_hoje_ref.573255da-9c9d-36a0-9fbc-1ddd081c7ea1,-40.912,-3.565,2019-10-19T16:15:00,AQUA_M-T,VIÇOSA DO CEARÁ,CEARÁ,Brasil,POINT (-3.565 -40.912)
focos_ams_hoje_ref.57b3897d-a265-3c0b-ac7e-b36b119f2eeb,-46.005,-16.711,2019-10-19T16:10:00,AQUA_M-T,BRASILÂNDIA DE MINAS,MINAS GERAIS,Brasil,POINT (-16.711 -46.005)
focos_ams_hoje_ref.5864230b-e1a4-3407-b9aa-d71af545e12d,-42.93,-18.348,2019-10-19T16:10:00,AQUA_M-T,RIO VERMELHO,MINAS GERAIS,Brasil,POINT (-18.348 -42.93)
focos_ams_hoje_ref.58b6d4a3-908b-3b60-9c7a-8e3999b4fe05,-44.577,-9.331,2019-10-19T16:15:00,AQUA_M-T,BOM JESUS,PIAUÍ,Brasil,POINT (-9.331 -44.577)
focos_ams_hoje_ref.59456657-a6a2-3b81-b0aa-bea8b27132bc,-42.323,-17.939,2019-10-19T16:10:00,AQUA_M-T,ÁGUA BOA,MINAS GERAIS,Brasil,POINT (-17.939 -42.323)
focos_ams_hoje_ref.59908fe6-f805-3600-94df-ccf18bdb3c71,-45.512,-4.586,2019-10-19T16:15:00,AQUA_M-T,PAULO RAMOS,MARANHÃO,Brasil,POINT (-4.586 -45.512)
focos_ams_hoje_ref.59ef45d7-c715-30bf-b9e4-1711e12433e7,-40.813,-14.84,2019-10-19T16:10:00,AQUA_M-T,VITÓRIA DA CONQUISTA,BAHIA,Brasil,POINT (-14.84 -40.813)
focos_ams_hoje_ref.5a17238f-4d4e-39fa-a35c-a932d4b53430,-42.321,-13.741,2019-10-19T16:10:00,AQUA_M-T,CAETITÉ,BAHIA,Brasil,POINT (-13.741 -42.321)
focos_ams_hoje_ref.5a206e6d-4d0b-3415-9f4c-a71abcaf90f0,-40.559,-13.758,2019-10-19T16:10:00,AQUA_M-T,MARACÁS,BAHIA,Brasil,POINT (-13.758 -40.559)
focos_ams_hoje_ref.5ad9e532-a923-3510-94ab-7677d6cab735,-43.721,-12.687,2019-10-19T16:10:00,AQUA_M-T,SERRA DOURADA,BAHIA,Brasil,POINT (-12.687 -43.721)
focos_ams_hoje_ref.5b973e8a-d1fd-3b6b-a125-e2cbf32994a2,-41.539,-6.568,2019-10-19T16:15:00,AQUA_M-T,LAGOA DO SÍTIO,PIAUÍ,Brasil,POINT (-6.568 -41.539)
focos_ams_hoje_ref.5b9fdaa3-fd7e-352f-9b15-54c3e547f4fa,-50.416,-3.066,2019-10-19T16:15:00,AQUA_M-T,PORTEL,PARÁ,Brasil,POINT (-3.066 -50.416)
focos_ams_hoje_ref.5bdbe002-52ac-3ae3-b6d8-d6580bad9f13,-45.518,-4.584,2019-10-19T16:15:00,AQUA_M-T,PAULO RAMOS,MARANHÃO,Brasil,POINT (-4.584 -45.518)
focos_ams_hoje_ref.5c2a2c31-76bb-323c-abfc-86fcc9915010,-46.342,-7.156,2019-10-19T16:15:00,AQUA_M-T,NOVA COLINAS,MARANHÃO,Brasil,POINT (-7.156 -46.342)
focos_ams_hoje_ref.5c63a3a7-cdf4-3ed8-a3ec-c2ef70d78c55,-55.456,-15.905,2019-10-19T17:50:00,AQUA_M-T,SANTO ANTÔNIO DO LEVERGER,MATO GROSSO,Brasil,POINT (-15.905 -55.456)
focos_ams_hoje_ref.5c9926f2-f3da-3590-a9f2-4680bf17c51e,-45.325,-3.617,2019-10-19T16:15:00,AQUA_M-T,PINDARÉ-MIRIM,MARANHÃO,Brasil,POINT (-3.617 -45.325)
focos_ams_hoje_ref.5cf9ffcb-5e77-3ee9-8f69-7ca22c97e08d,-46.225,-6.595,2019-10-19T16:15:00,AQUA_M-T,FORMOSA DA SERRA NEGRA,MARANHÃO,Brasil,POINT (-6.595 -46.225)
focos_ams_hoje_ref.5d1c69b6-0468-30cf-9a93-b3c9ac90d204,-38.79,-7.063,2019-10-19T16:15:00,AQUA_M-T,BARRO,CEARÁ,Brasil,POINT (-7.063 -38.79)
focos_ams_hoje_ref.5d617e1c-d963-31c1-83a7-75aa1a3b0958,-61.082,-13.477,2019-10-19T17:50:00,AQUA_M-T,PIMENTEIRAS DO OESTE,RONDÔNIA,Brasil,POINT (-13.477 -61.082)
focos_ams_hoje_ref.5d637abb-72db-3fb7-896e-4acd153eec9f,-68.34,-9.893,2019-10-19T17:50:00,AQUA_M-T,RIO BRANCO,ACRE,Brasil,POINT (-9.893 -68.34)
focos_ams_hoje_ref.5d74dae9-b416-37fd-8986-a667f4ccf252,-41.491,-3.397,2019-10-19T16:15:00,AQUA_M-T,COCAL,PIAUÍ,Brasil,POINT (-3.397 -41.491)
focos_ams_hoje_ref.5dc04598-b1f8-3a14-8037-f36590cac6d7,-44.08,-19.725,2019-10-19T16:10:00,AQUA_M-T,PEDRO LEOPOLDO,MINAS GERAIS,Brasil,POINT (-19.725 -44.08)
focos_ams_hoje_ref.5e46787d-9057-39ed-baab-267e542400af,-44.89,-12.985,2019-10-19T16:10:00,AQUA_M-T,SÃO DESIDÉRIO,BAHIA,Brasil,POINT (-12.985 -44.89)
focos_ams_hoje_ref.5e59ede2-25c5-31da-9679-1f0ad2888750,-43.992,-4.039,2019-10-19T16:15:00,AQUA_M-T,COROATÁ,MARANHÃO,Brasil,POINT (-4.039 -43.992)
focos_ams_hoje_ref.5f19ef36-51f0-3b7c-80a7-bf68edd0d86c,-44.598,-17.682,2019-10-19T16:10:00,AQUA_M-T,VÁRZEA DA PALMA,MINAS GERAIS,Brasil,POINT (-17.682 -44.598)
focos_ams_hoje_ref.5f2b8792-791c-3f00-a95c-54aea8fae05c,-73.423,-4.229,2019-10-19T17:55:00,AQUA_M-T,Maynas,Loreto,Peru,POINT (-4.229 -73.423)
focos_ams_hoje_ref.5f37b384-cf92-3885-b3d9-3df65874bd23,-41.195,-14.96,2019-10-19T16:10:00,AQUA_M-T,BELO CAMPO,BAHIA,Brasil,POINT (-14.96 -41.195)
focos_ams_hoje_ref.5f469699-d72b-34f5-9ae1-60212f7ba099,-42.493,-20.168,2019-10-19T16:10:00,AQUA_M-T,SÃO PEDRO DOS FERROS,MINAS GERAIS,Brasil,POINT (-20.168 -42.493)
focos_ams_hoje_ref.6008158b-ecc7-3973-80ee-d6e1e68b5ef2,-45.533,-5.252,2019-10-19T16:15:00,AQUA_M-T,JENIPAPO DOS VIEIRAS,MARANHÃO,Brasil,POINT (-5.252 -45.533)
focos_ams_hoje_ref.60140f92-5832-373c-8359-a4ec615faf7e,-64.594,-15.263,2019-10-19T17:50:00,AQUA_M-T,Marbán,El Beni,Bolivia,POINT (-15.263 -64.594)
focos_ams_hoje_ref.602c689a-3dc0-3819-8664-6bb2fc4d9b89,-41.103,-5.292,2019-10-19T16:15:00,AQUA_M-T,BURITI DOS MONTES,PIAUÍ,Brasil,POINT (-5.292 -41.103)
focos_ams_hoje_ref.603a4755-da54-379b-89c5-076dbd8f9f6e,-44.409,-3.683,2019-10-19T16:15:00,AQUA_M-T,CANTANHEDE,MARANHÃO,Brasil,POINT (-3.683 -44.409)
focos_ams_hoje_ref.6051a47b-d39b-3894-8e32-25a5c2f80e98,-51.598,3.24,2019-10-19T16:15:00,AQUA_M-T,OIAPOQUE,AMAPÁ,Brasil,POINT (3.24 -51.598)
focos_ams_hoje_ref.6056104f-d464-3e5c-bffb-adb810493e5a,-64.276,-9.115,2019-10-19T17:50:00,AQUA_M-T,PORTO VELHO,RONDÔNIA,Brasil,POINT (-9.115 -64.276)
focos_ams_hoje_ref.61e7795e-0f13-3dd3-a0ae-b4fb5093645a,-45.14,-5.472,2019-10-19T16:15:00,AQUA_M-T,BARRA DO CORDA,MARANHÃO,Brasil,POINT (-5.472 -45.14)
focos_ams_hoje_ref.6266babd-39e6-352d-a631-c49bda2f3d56,-45.391,-15.984,2019-10-19T16:10:00,AQUA_M-T,PINTÓPOLIS,MINAS GERAIS,Brasil,POINT (-15.984 -45.391)
focos_ams_hoje_ref.6270e43c-3ab3-3e16-aa20-8316c32c5dee,-64.57,-9.201,2019-10-19T17:50:00,AQUA_M-T,PORTO VELHO,RONDÔNIA,Brasil,POINT (-9.201 -64.57)
focos_ams_hoje_ref.62a8e672-2965-376e-8d62-9b9a88428d53,-45.552,-5.254,2019-10-19T16:15:00,AQUA_M-T,JENIPAPO DOS VIEIRAS,MARANHÃO,Brasil,POINT (-5.254 -45.552)
focos_ams_hoje_ref.6300e4f4-f786-35d8-89eb-ec77f55f9d91,-38.461,-6.877,2019-10-19T16:15:00,AQUA_M-T,CAJAZEIRAS,PARAÍBA,Brasil,POINT (-6.877 -38.461)
focos_ams_hoje_ref.63058f5c-925d-3c12-bbe1-de75be5afa7c,-60.814,-16.07,2019-10-19T17:50:00,AQUA_M-T,José Miguel de Velasco,Santa Cruz,Bolivia,POINT (-16.07 -60.814)
focos_ams_hoje_ref.637727e2-ad72-3c3b-aa98-6a798ffd3ac6,-43.723,-12.675,2019-10-19T16:10:00,AQUA_M-T,SERRA DOURADA,BAHIA,Brasil,POINT (-12.675 -43.723)
focos_ams_hoje_ref.63a1fe51-48d1-33c7-974d-ab970554f544,-43.157,-18.308,2019-10-19T16:10:00,AQUA_M-T,RIO VERMELHO,MINAS GERAIS,Brasil,POINT (-18.308 -43.157)
focos_ams_hoje_ref.63a44db8-e613-3c6c-8192-fe120f61754b,-42.65,-16.052,2019-10-19T16:10:00,AQUA_M-T,FRUTA DE LEITE,MINAS GERAIS,Brasil,POINT (-16.052 -42.65)
focos_ams_hoje_ref.63f23342-1ce2-38c4-ab95-9f78ccd02cff,-41.204,-15.558,2019-10-19T16:10:00,AQUA_M-T,ENCRUZILHADA,BAHIA,Brasil,POINT (-15.558 -41.204)
focos_ams_hoje_ref.63f2942b-d2ac-38a3-907a-0025c2da9576,-45.144,-13.034,2019-10-19T16:10:00,AQUA_M-T,SÃO DESIDÉRIO,BAHIA,Brasil,POINT (-13.034 -45.144)
focos_ams_hoje_ref.6408d94e-9185-3a09-a617-35eb13ff2846,-41.342,-15.355,2019-10-19T16:10:00,AQUA_M-T,CÂNDIDO SALES,BAHIA,Brasil,POINT (-15.355 -41.342)
focos_ams_hoje_ref.641cee65-f9e1-3158-a86a-c4788908dc19,-42.358,-18.66,2019-10-19T16:10:00,AQUA_M-T,COROACI,MINAS GERAIS,Brasil,POINT (-18.66 -42.358)
focos_ams_hoje_ref.641edb92-553b-3d39-92d7-5e38c6815119,-41.51,-15,2019-10-19T16:10:00,AQUA_M-T,TREMEDAL,BAHIA,Brasil,POINT (-15 -41.51)
focos_ams_hoje_ref.6447ae40-a2f2-3fc5-a851-b44a1c95f369,-41.21,-15.554,2019-10-19T16:10:00,AQUA_M-T,ENCRUZILHADA,BAHIA,Brasil,POINT (-15.554 -41.21)
focos_ams_hoje_ref.646cada6-ef15-3d1a-9589-be17f602aed4,-45.145,-17.18,2019-10-19T16:10:00,AQUA_M-T,BURITIZEIRO,MINAS GERAIS,Brasil,POINT (-17.18 -45.145)
focos_ams_hoje_ref.64701102-5964-367d-84ba-1ac07de0334d,-62.199,-36.342,2019-10-19T17:45:00,AQUA_M-T,Daireaux,Buenos Aires,Argentina,POINT (-36.342 -62.199)
focos_ams_hoje_ref.64ccd7db-229c-30ea-97eb-5b238c938d98,-52.569,-22.334,2019-10-19T17:50:00,AQUA_M-T,TEODORO SAMPAIO,SÃO PAULO,Brasil,POINT (-22.334 -52.569)
focos_ams_hoje_ref.6524f250-a84b-345b-85b1-ca9c20e05c6b,-42.547,-15.893,2019-10-19T16:10:00,AQUA_M-T,RIO PARDO DE MINAS,MINAS GERAIS,Brasil,POINT (-15.893 -42.547)
focos_ams_hoje_ref.656a166f-013b-3cef-9d11-d76ccc2fc86a,-45.458,-16.428,2019-10-19T16:10:00,AQUA_M-T,SÃO ROMÃO,MINAS GERAIS,Brasil,POINT (-16.428 -45.458)
focos_ams_hoje_ref.658e2c72-c9a4-35b3-a7f2-aac450fe5013,-45.073,-8.885,2019-10-19T16:15:00,AQUA_M-T,BAIXA GRANDE DO RIBEIRO,PIAUÍ,Brasil,POINT (-8.885 -45.073)
focos_ams_hoje_ref.65a392e6-d35c-3c08-b13e-d0d72002268e,-47.049,-20.084,2019-10-19T16:10:00,AQUA_M-T,SACRAMENTO,MINAS GERAIS,Brasil,POINT (-20.084 -47.049)
